idiom,num_contexts,jp_contexts,english_translations
反吐 が 出る,3,お前には反吐が出るよ ||| 反吐が出るほどだ わしが働くすべてに何時も 自分ばかり見出す ||| 反吐が出る,And that is why I have nothing but contempt for you. ||| To my disgust I find only myself in all I bring about ||| Makes me sick.
反旗 を 翻す,3,ジェダイは　元老院に 反旗を翻すでしょう ||| 人々が反旗を翻した時 お父上は彼らの舌を切って燃やしました ||| アンナの種族にも 反旗を翻す者が,The council's next move will be against the senate. ||| When the people rose in revolt against him your father set their towns and castles aflame. ||| Even her own kind are turning on Anna now.
取る に 足りる ない,3,多分　マシンに聞くべきだ サイラス・ウェルズに関する 詳細については あなたは彼を考える前に 取るに足りない ||| 我々の取るに足りない努力を 見つめることは 帰るのに遠いと言う 注意として役に立つだけだった ||| 俺は取るに足りない人間だ,Perhaps you should ask the machine for a bit more information about Cyrus Wells before you deem him insignificant. ||| And to gaze upon our paltry efforts only served as a reminder that we were a long way from going home. ||| I'm a nobody.
取る に 足る ない,3,あまりに取るに 足らないことだ。 玉皇大帝に話しておこう。 ||| 少なくとも君は取るに足らない ヒモのように見える　合ってるか？ ||| もちろん、あなたのような取るに足らない 人物に伝えるのは簡単ではない。,"It's too trivial to mention to Jade Emperor ||| At least you look like a two-bit pimp to me. Am I right? ||| Of course, it's not easy to tell for small potatoes like you."
受ける て 立つ,3,"「""アンナがハルマゲドンを 呼び起こすのなら""」 「""受けて立つ覚悟だ"" と」 ||| 受けて立つ ||| 受けて立とうぜ","""if Anna's bringing Armageddon, I'm going out fighting. "" ||| Guns blazing. ||| I like the action."
口 が 堅い,3,本当に口が堅いぞ ||| 口が堅いしね ||| ああ 俺は口が堅い 相棒も まあまあ口が堅い,"They're real cagey types. ||| Yeah, so keep it to yourself. ||| Oh, we're very discreet. I mean, me so, more than him. But, you know, him too."
口 が 悪い,3,賢いが 口が悪い ||| 匂うし　ベタベタだし 口が悪くなって ザーメンがそこらじゅうに！ ||| 口が悪くて すみません,"Sure. ||| They smell, they are sticky, they say things that are horrible, and there is semen all over everything, okay? ||| - Rene. Pardon my language, Miss Maxine."
口 に する,3,"さようなら　ギャビン ""地獄の王子""の事は 口にするなよ ||| わしの前で その名を口にするな！ ||| ちょっと情緒不安のようだね 怒りのあまり君は・・ 私の忘れたい事を口にした","Goodbye, Gavin. Oh, uh... Don't go mentioning that whole ""Prince of Hell"" thing. ||| Do not speak to me of Radagast the Brown. ||| Now, you've had your little tantrum and you said some things in anger that I am willing to forget."
口 に 出す,3,それでは　ついに　最後に皆さんの 1部は口に出してるかもしれません 私の特権　私の名誉であり 私の個人的な喜びです 忘れられない時の人 ||| ありがたい 口に出すのも はばかる妄想をした ||| パン職人か料金収受人より重要であると 口に出してほのめかしてはいない,"And now, finally, at long last, as some of you may be saying, it is my honor, my privilege, my personal pleasure to present to you the man of every hour, ||| Well, that's good to hear, because what I'm thinking is pretty damn awful. ||| Not to imply that it's any more important than, say, a baker or a toll collector."
口 に 合う,3,≪(沙苗)お口に合うかしら？ ||| 口に合わなかったでしょ？ ||| バーボンは口に合うかい？ 女性は強い酒は好まないから,I hope it suits your palate. ||| It was such a bad sandwich. ||| Is the bourbon smooth enough? Women don't usually like a harsh whiskey.
口 を 出す,3,聞かれない限り 口を出すな ||| いや　口を出すなクローバー ||| 化学やら何やらの事は知らん お前もビジネスには口を出すな,"-Or tell 'em unless they ask. ||| Your Majesty, if you're having cold feet-- ||| I don't tell you how to mix your chemicals and whatnot, and you do not tell me how to take care of business."
口 を 割る,3,口を割らせないと 殺すのではなく ||| 弾を食らう前に 口を割ったか？ ||| 刑務所で17年間 口を割らなかった男が―,Our instructions were to break him down not kill him. ||| He explain this before he ate the bullet? ||| Kept his mouth shut for 1 7 years in San Quentin.
口 を 封じる,3,それで　誰かが 彼女の口を封じる為に殺した ||| 彼らがクーパーをひき逃げした 口を封じるためにね ||| 殺人は　人の口を封じる一つの手段だが,"So someone at Infinince killed her to shut her up, and they framed Chad for her murder. ||| They wanted to hold the hit-and-run over Cooper so that they could force him to do what they wanted. ||| Murder is just one way to stop someone from talking."
口 を 挟む,3,なのに　今朝　ハンク・ジェラルドは 一言も口を挟まなかった ||| この事件は　長引けば長引くほど 誰も彼もが余計な口を挟んで ||| 口を挟むな,"Yet this morning, Hank Gerrard doesn't even get a syllable in edgeways. ||| The longer this goes on the more everyone wants to get involved, stick their oar in. ||| Just relax. - Kaley... stay out of it."
口 を 揃える,3,全員 口を揃えて人命救助か ||| 彼を知るすべての人に インタビューをしたが、 みんな、口を揃えて 彼を褒めた。 ||| みんな口を揃えて 褒めてるよ 君とサシャをね,"You all sound very noble. ||| And I interviewed everyone who knew him and they all told me how great he was. ||| I know people are saying things -- nice things about you and Sasha, hmm?"
口 を 閉ざす,3,みんな あいつの名前 聞いたら 固く口を閉ざしおる ||| じゃ　なぜ　ヨルムンガンドが言っただけで みんな口を閉ざしてしまうんだ？ ||| いや　口を閉ざしたままだ,"they all clam up. ||| Why would they just fall silent just because ""Jormungandr"" says to? ||| -...out of him? - No. He wouldn't spill the beans."
口 を 開く,3,偉そうに口を開くな ||| また口を開いたら もっとひどい状態にしてやる ||| アンダーソン　口を開くな 君はみんなのIQを下げてる,"Shut up,shopkeeper. Be still. ||| Sherlock, one more word and you will not need morphine. ||| Anderson, don't talk out loud. You lower the IQ of the whole street."
口数 が 多い,3,パイセルは口数が多いな ||| あんたは 口数が多くて言う事がでかいね ||| 口数が多い 黙っていろ、運転を続けるのだ,"Pycelle talks too much. ||| You've got a big mouth, girl, and too many teeth. ||| Now shut up and keep driving."
口火 を 切る,3,抗争の口火を切ることになるかもしれない ||| 私が口火を切る前に 立ち寄って会おうと思いました ||| ジョンが彼女の口火を切った,"Pardillo quick, this might just be the first shot fired. ||| I just thought I'd stop by and see him before I get the ball rolling. ||| Well, John always could push her buttons."
台風 の 目,3,台風の目 中心は安全だ ||| これが台風の目だ ||| 新人ながらファッション業界の 台風の目となり 旋風を巻き起こし 日々　進化を遂げています,"In a hurricane, the center is said to be the safest spot. ||| This is it. This is the eye of the storm. ||| The rookie sensation who has burned his way into the eye sockets of the fashion world, and left them clawing their faces for more."
